sectperf;unit;geo;time;values
Government sector;Percentage of gross domestic product (GDP);Slovenia;2010-01-01;0.37
Government sector;Percentage of gross domestic product (GDP);Slovakia;2010-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Turkey;2010-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);United Kingdom;2010-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);United States;2010-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Austria;2010-01-01;0.7
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2010-01-01;0.48
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2010-01-01;0.07
Higher education sector;Percentage of gross domestic product (GDP);Switzerland;2010-01-01;0.73
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2010-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2010-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2010-01-01;0.49
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2010-01-01;0.88
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2010-01-01;0.46
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2010-01-01;0.6
Higher education sector;Percentage of gross domestic product (GDP);Greece;2010-01-01;0.21
Higher education sector;Percentage of gross domestic product (GDP);Spain;2010-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2010-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Finland;2010-01-01;0.76
Higher education sector;Percentage of gross domestic product (GDP);France;2010-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2010-01-01;0.21
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2010-01-01;0.23
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2010-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2010-01-01;0.65
Higher education sector;Percentage of gross domestic product (GDP);Italy;2010-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Japan;2010-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2010-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2010-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2010-01-01;0.19
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2010-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Malta;2010-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2010-01-01;0.69
Higher education sector;Percentage of gross domestic product (GDP);Norway;2010-01-01;0.53
Higher education sector;Percentage of gross domestic product (GDP);Poland;2010-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2010-01-01;0.57
Higher education sector;Percentage of gross domestic product (GDP);Romania;2010-01-01;0.11
Higher education sector;Percentage of gross domestic product (GDP);Serbia;2010-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);Russia;2010-01-01;0.09
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2010-01-01;0.85
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2010-01-01;0.29
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2010-01-01;0.17
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2010-01-01;0.37
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2010-01-01;0.45
Higher education sector;Percentage of gross domestic product (GDP);United States;2010-01-01;0.4
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2010-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2010-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2010-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2010-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2010-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2010-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2010-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2010-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2010-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2010-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2010-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);France;2010-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2010-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2010-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2010-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Luxembourg;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2010-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2010-01-01;0.15
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Serbia;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2010-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2010-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2010-01-01;0.12
All sectors;Percentage of gross domestic product (GDP);Austria;2010-01-01;2.73
All sectors;Percentage of gross domestic product (GDP);Belgium;2010-01-01;2.05
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2010-01-01;0.56
All sectors;Percentage of gross domestic product (GDP);Cyprus;2010-01-01;0.45
All sectors;Percentage of gross domestic product (GDP);Czechia;2010-01-01;1.34
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2010-01-01;2.71
All sectors;Percentage of gross domestic product (GDP);Denmark;2010-01-01;2.92
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2010-01-01;1.99
All sectors;Percentage of gross domestic product (GDP);Estonia;2010-01-01;1.58
All sectors;Percentage of gross domestic product (GDP);Greece;2010-01-01;0.6
All sectors;Percentage of gross domestic product (GDP);Spain;2010-01-01;1.35
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2010-01-01;1.92
All sectors;Percentage of gross domestic product (GDP);Finland;2010-01-01;3.73
All sectors;Percentage of gross domestic product (GDP);France;2010-01-01;2.18
All sectors;Percentage of gross domestic product (GDP);Croatia;2010-01-01;0.74
All sectors;Percentage of gross domestic product (GDP);Hungary;2010-01-01;1.14
All sectors;Percentage of gross domestic product (GDP);Ireland;2010-01-01;1.61
All sectors;Percentage of gross domestic product (GDP);Italy;2010-01-01;1.22
All sectors;Percentage of gross domestic product (GDP);Japan;2010-01-01;3.14
All sectors;Percentage of gross domestic product (GDP);South Korea;2010-01-01;3.47
All sectors;Percentage of gross domestic product (GDP);Lithuania;2010-01-01;0.78
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2010-01-01;1.5
All sectors;Percentage of gross domestic product (GDP);Latvia;2010-01-01;0.61
All sectors;Percentage of gross domestic product (GDP);Malta;2010-01-01;0.61
All sectors;Percentage of gross domestic product (GDP);Netherlands;2010-01-01;1.7
All sectors;Percentage of gross domestic product (GDP);Norway;2010-01-01;1.65
All sectors;Percentage of gross domestic product (GDP);Poland;2010-01-01;0.72
All sectors;Percentage of gross domestic product (GDP);Portugal;2010-01-01;1.53
All sectors;Percentage of gross domestic product (GDP);Romania;2010-01-01;0.46
All sectors;Percentage of gross domestic product (GDP);Serbia;2010-01-01;0.74
All sectors;Percentage of gross domestic product (GDP);Russia;2010-01-01;1.05
All sectors;Percentage of gross domestic product (GDP);Sweden;2010-01-01;3.21
All sectors;Percentage of gross domestic product (GDP);Slovenia;2010-01-01;2.06
All sectors;Percentage of gross domestic product (GDP);Slovakia;2010-01-01;0.62
All sectors;Percentage of gross domestic product (GDP);Turkey;2010-01-01;0.8
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2010-01-01;1.66
All sectors;Percentage of gross domestic product (GDP);United States;2010-01-01;2.74
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2011-01-01;1.84
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2011-01-01;1.48
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2011-01-01;0.28
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2011-01-01;0.07
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2011-01-01;0.86
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2011-01-01;1.89
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2011-01-01;1.96
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2011-01-01;1.29
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2011-01-01;1.46
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2011-01-01;0.23
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2011-01-01;0.69
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2011-01-01;1.24
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2011-01-01;2.56
Business enterprise sector;Percentage of gross domestic product (GDP);France;2011-01-01;1.4
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2011-01-01;0.34
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2011-01-01;0.74
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2011-01-01;1.07
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2011-01-01;1.28
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2011-01-01;0.66
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2011-01-01;2.5
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2011-01-01;2.87
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2011-01-01;0.24
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2011-01-01;0.96
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2011-01-01;0.19
Business enterprise sector;Percentage of gross domestic product (GDP);Montenegro;2011-01-01;0.09
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2011-01-01;0.44
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2011-01-01;1.06
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2011-01-01;0.85
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2011-01-01;0.22
